	IMR90_iCherry	IMR90_iCherry	IMR90_iCherry	IMR90_iRAS	IMR90_iRAS	IMR90_iRAS
8151205	2.13811	2.323	2.21217	2.34059	2.24338	2.0001
8151207	2.07386	2.14388	2.13407	2.13501	2.19439	2.11296
8151209	3.70158	4.0222	3.73084	3.72961	4.01967	3.46713
8151211	2.15166	2.10657	2.06469	1.89984	2.27125	2.0263
8151213	2.30108	2.29351	2.0801	2.02513	2.37647	2.17583
8151215	2.45732	2.44157	2.18804	2.2596	2.52441	2.3189
8151217	2.18796	1.96136	2.14964	1.99618	2.18976	2.06503
8151219	2.40797	2.26592	2.32824	2.21233	2.28675	2.17237
8151223	2.63799	2.6706	2.63769	2.69113	2.79467	2.69666
8151234	4.39587	4.34404	4.41896	4.46229	4.51272	4.43888
8151236	2.55047	2.56148	2.50805	2.68971	2.47124	2.35584
8151238	2.63402	2.75373	2.7133	2.77994	2.62623	2.60901
8151240	2.8421	3.00955	2.91943	2.87382	2.58313	2.67866
8151250	2.12543	2.31032	2.12468	2.0529	2.41363	2.09968
8151252	3.93719	4.00829	3.98588	4.20405	4.27605	4.11836
8151254	6.13931	6.01517	6.26335	5.66113	5.53306	5.63604
8151279	2.20193	2.161	2.2853	2.15457	2.31276	2.24816
8151281	9.01419	9.02906	9.04786	8.41265	8.59202	8.63117
8151296	5.70303	5.83008	5.73593	5.15678	5.29817	5.12233
8151306	3.00947	2.68619	2.52829	2.43598	2.65113	2.6379
8151308	3.71527	3.62487	3.77161	3.51176	3.25755	3.22556
8151310	2.72576	2.72878	2.68226	2.8493	2.93601	2.85931
8151332	2.14288	2.11025	2.35617	2.0444	2.20638	2.20279
8151334	5.66231	5.48312	5.40181	6.98645	7.10047	7.30337
8151341	9.00707	8.41085	8.46425	9.54478	9.80078	9.65778
8151367	2.35951	2.38521	2.33312	2.34192	2.33234	2.40165
8151369	2.96826	3.25794	3.31514	2.97494	2.85065	3.04235
8151376	9.4811	9.64177	9.67465	9.388	9.36952	9.32946
8151384	5.23031	5.24384	5.39261	5.1243	5.16848	4.99786
8151401	6.2376	6.32629	6.02182	6.40544	6.59508	6.33472
8151411	5.70626	5.5008	5.64988	5.43382	5.43953	5.55495
8151413	5.0776	5.05507	5.02499	5.08891	5.33086	5.14685
8151421	2.00494	2.18527	2.14108	2.13972	2.16897	2.20829
8151423	2.95199	2.87698	2.91951	2.74233	2.95263	2.95262
8151430	2.14843	2.06467	2.02002	2.13873	2.07895	2.26034
8151432	2.54733	2.75053	2.53028	2.45475	2.37868	2.36717
8151434	2.30092	2.28655	2.22401	2.1196	2.27526	2.17223
8151436	5.23975	5.3987	5.4366	5.01726	5.01296	4.97853
8151445	2.1402	2.23092	2.15116	2.1776	2.13188	2.1446
8151447	2.34707	2.33188	2.30184	2.35959	2.37366	2.34275
8151457	2.69337	2.85978	2.91301	3.09601	3.15952	3.02692
8151471	2.68323	2.70758	2.80139	2.93834	2.91811	2.87716
8151475	2.2857	2.34041	2.34735	2.32754	2.24697	2.22003
8151490	2.03837	2.02057	1.98364	1.99786	1.96076	2.09688
8151492	2.27388	2.32819	2.29413	2.33524	2.31095	2.21163
8151494	2.57393	2.53326	2.50145	2.56314	2.60353	2.49185
8151496	2.51348	2.60164	2.64472	2.68987	2.75527	2.74498
8151508	2.14738	2.11492	2.06186	2.09175	2.16346	2.04764
8151510	2.40469	2.46972	2.39771	2.40517	2.4666	2.56407
8151512	4.50116	4.48262	4.39763	5.15712	5.14765	5.02466
8151525	2.54806	2.25796	2.46324	2.40106	2.529	2.47805
8151532	2.26915	2.18722	2.39871	2.18225	2.34741	2.283
8151540	8.15583	7.97618	8.03006	8.24041	8.15919	8.08443
8151542	2.1717	2.16555	2.12685	2.1502	2.24784	2.21791
8151547	2.80614	2.81988	2.75413	2.8364	2.84843	2.80465
8151549	5.26472	5.1089	5.30817	5.98514	5.95161	5.82539
8151559	2.46993	2.66549	2.34402	2.25934	2.55471	2.33327
8151561	4.84367	4.97185	5.13086	5.38257	4.99942	5.31277
8151572	3.91592	4.03106	3.99343	4.07134	4.2274	4.03442
8151583	1.98303	1.91499	1.91357	1.94856	1.99547	1.94168
8151585	1.90074	1.92	1.99158	1.87994	2.07726	1.83909
8151587	4.40888	4.38587	4.48351	4.54043	4.52315	4.5548
8151592	2.4701	2.39884	2.41533	2.35183	2.35321	2.51635
8151603	4.03589	4.21388	4.08523	4.04815	4.11807	3.97507
8151605	5.11929	4.81185	5.4676	5.11817	5.52252	5.44204
8151607	4.03589	4.21388	4.08523	4.04815	4.11807	3.97507
8151609	4.01646	4.04568	3.89917	3.88862	4.15098	4.02413
8151613	5.11929	4.81185	5.4676	5.11817	5.52252	5.44204
8151615	3.98198	4.26916	4.03377	4.00046	4.03209	3.91936
8151617	5.11929	4.81185	5.4676	5.11817	5.52252	5.44204
8151619	4.09196	4.3186	4.11728	4.08359	4.15266	4.055
8151621	5.11929	4.81185	5.4676	5.11817	5.52252	5.44204
8151623	4.03589	4.21388	4.08523	4.04815	4.11807	3.97507
8151625	5.11929	4.81185	5.4676	5.11817	5.52252	5.44204
8151627	3.96458	4.17134	4.0847	4.00329	4.1188	3.97029
8151629	4.14422	3.64515	4.63622	3.89244	4.46824	4.34801
8151631	3.83831	4.1511	3.90516	3.87139	3.89824	3.79583
8151633	2.78508	2.59937	2.72485	2.61811	2.70306	2.50908
8151637	2.18887	2.07438	2.13793	2.05686	2.32194	2.14203
8151644	5.95892	5.87728	6.15317	5.22746	5.32284	5.42344
8151657	2.17738	2.11704	1.98653	2.13661	2.25611	2.18201
8151659	2.48603	2.55709	2.36393	2.5424	2.61395	2.46274
8151679	2.88927	2.87587	2.9559	3.11723	3.16283	3.06259
8151684	2.85045	3.16906	2.9354	4.26014	4.12852	3.51212
8151686	3.48224	3.19489	3.45743	4.71481	4.42542	4.51336
8151707	2.10847	2.23417	2.17111	2.2289	2.30306	2.19259
8151709	4.39289	3.70327	3.80302	5.12759	5.81844	5.21001
8151711	6.04288	5.94764	5.92903	6.80761	6.78259	6.71772
8151730	2.47659	2.64881	2.68851	2.60379	2.48519	2.2389
8151743	2.75881	2.67682	2.47504	2.48548	2.73649	2.76175
8151745	2.57283	2.58105	2.62511	2.57288	2.76666	2.57457
8151747	6.27782	6.18922	6.47811	6.0651	5.97592	5.95821
8151756	4.91312	5.369	5.21274	5.09207	5.00768	5.11786
8151764	2.49972	2.33021	2.46523	2.38222	2.33982	2.37704
8151766	2.17619	2.18365	2.25425	2.09433	2.19153	2.25116
8151768	6.31327	6.5237	6.5629	4.0684	4.13627	4.14463
8151784	5.95031	5.75486	5.90844	6.08763	5.88124	6.01409
8151788	3.86596	4.07712	3.93194	3.97137	4.07924	3.70153
8151795	2.39768	2.39163	2.31701	2.37496	2.48377	2.37428
8151816	5.86675	6.5895	6.30631	8.0713	7.79979	7.72505
8151824	2.72759	2.90935	2.97925	2.82503	3.02588	2.81801
8151842	6.15433	6.20251	6.20111	6.13475	6.04085	5.94521
8151869	2.66693	2.67629	2.62931	2.64599	2.71451	2.73409
8151871	2.87647	2.60466	2.67502	2.49069	2.62747	2.6105
8151888	1.8849	2.05759	2.0398	2.07899	2.04428	2.16321
8151890	6.8382	6.94648	6.85822	5.88281	5.74272	5.17147
8151898	2.95867	2.94444	2.84244	3.11641	3.44513	3.46396
8151906	2.93655	2.91331	3.07399	2.8827	3.03783	3.01303
8151909	2.83317	3.278	2.72159	2.83017	2.81215	2.64781
8151917	3.913	3.93754	4.03561	3.83213	3.96694	3.79812
8151927	2.39281	2.28967	2.39048	2.67561	2.3984	2.35908
8151929	2.36404	2.27939	2.3114	2.56697	2.31194	2.61434
8151931	6.27724	6.63076	6.59203	6.52451	6.53077	6.45951
8151935	10.1996	10.2012	10.2759	10.0297	10.0296	10.0856
8151942	5.63892	5.08083	4.93229	4.8636	4.77206	4.94693
8151952	6.46518	6.57257	6.56834	6.29719	6.19807	6.10042
8151967	5.75216	5.94097	5.83009	5.65487	5.61454	5.52986
8151987	2.46012	2.84726	2.59424	2.53002	2.57958	2.45082
8151989	2.24588	2.3847	2.29121	2.3511	2.29705	2.31285
8151991	2.12275	2.08083	2.3479	2.3265	2.2112	2.20519
8151993	6.14671	5.86976	5.75752	6.13301	6.18384	6.18847
8151999	2.31914	2.2764	2.22962	2.28071	2.23473	2.38137
8152031	2.25416	2.28744	2.39399	2.38556	2.29198	2.57385
8152041	5.60335	5.61593	5.63582	5.67772	5.71522	5.64891
8152053	4.22629	4.28242	4.34073	4.44824	4.35127	4.42805
8152062	2.53625	2.45415	2.48405	2.49252	2.62744	2.4944
8152079	9.15332	9.40421	9.30189	9.13452	9.14439	9.06959
8152090	2.07753	2.36398	2.29635	2.31512	2.24554	2.22374
8152092	2.33828	2.1871	2.77714	2.51465	2.32407	2.17049
8152094	2.55027	2.40481	2.39872	2.39383	2.52795	2.50084
8152096	8.99254	9.00444	9.03205	9.09914	9.09424	9.05031
8152111	4.78575	4.66046	4.40647	4.26409	4.29732	4.35444
8152115	2.97923	3.05326	2.94454	2.64645	2.82189	2.75554
8152117	2.64102	2.54537	2.53029	2.4224	2.41534	2.52809
8152119	2.83052	3.01574	2.8154	2.86322	2.94965	2.80031
8152131	2.26276	1.9029	1.99932	2.14315	2.32442	1.95698
8152133	6.01261	5.55769	5.50769	6.20026	6.45367	6.40517
8152148	6.62216	6.70856	6.72103	6.53809	6.55857	6.50417
8152211	2.11083	2.168	2.12945	1.9776	2.01166	1.99416
8152213	2.47037	2.2752	2.5068	2.48157	2.60702	2.56074
8152215	6.07383	6.32821	6.27156	6.89239	6.75895	6.82611
8152222	6.72903	6.68602	6.63239	6.61103	6.75946	6.74128
8152240	2.30723	2.44228	2.54266	2.69009	2.46288	2.53559
8152242	2.20476	2.14322	2.19175	2.18426	2.1269	2.1228
8152244	2.3135	2.38668	2.06008	2.10696	2.23759	2.21824
8152246	2.04602	2.02139	2.02466	2.01091	2.11958	2.04874
8152248	2.12903	2.04184	2.11608	2.00837	2.04078	2.13024
8152250	2.03563	2.01858	2.00181	1.93381	2.08374	1.92881
8152252	2.73356	2.60127	2.86064	2.78529	2.78873	2.86476
8152255	7.51019	7.35926	7.26778	7.67208	8.02448	7.83274
8152264	2.68182	2.5604	2.72002	2.599	2.55586	2.66322
8152278	2.02505	2.06911	2.04115	2.10521	2.17251	2.08531
8152280	5.10675	5.23707	5.31978	6.60264	6.42687	6.53957
8152289	2.16812	2.04872	2.08398	1.96982	2.05685	2.09052
8152291	2.44819	2.70098	2.64768	2.61326	2.76212	2.65738
8152297	7.01654	7.27286	7.27714	6.14685	5.62807	4.71956
8152314	2.72629	3.0775	2.99935	2.63192	2.59361	2.56888
8152323	7.4516	7.46419	7.82828	7.32077	7.21906	7.22982
8152333	6.41003	6.07955	6.59813	6.44062	6.31784	5.8903
8152335	2.30516	2.38491	2.49304	2.31411	2.29624	2.39555
8152340	5.1714	5.15843	5.05262	5.58572	5.82556	5.6745
8152355	3.00572	2.96145	2.71262	2.70488	2.9808	2.78447
8152367	1.93868	1.88389	1.82562	1.87591	1.88389	1.88997
8152369	2.60291	2.75445	2.91863	2.77749	2.78427	2.65883
8152374	1.98861	2.14152	2.02025	1.97686	2.03439	1.89202
8152376	2.41995	2.47666	2.50436	2.48955	2.55246	2.42902
8152451	2.0496	2.04422	2.0133	1.95275	2.14113	2.0752
8152453	6.51256	6.9011	6.39577	8.10605	7.83336	7.5676
8152463	2.66124	2.40628	2.59413	2.52167	2.66767	2.6607
8152465	8.30866	8.27995	8.27522	8.26534	8.16422	8.14925
8152477	6.83724	6.67334	6.79989	6.95141	6.93965	6.78295
8152491	9.13988	9.32143	9.31017	8.76812	8.8186	8.76812
8152506	2.87836	3.00108	3.07656	2.67846	2.6132	2.33059
8152512	8.71775	8.91725	8.95958	9.0364	9.31266	9.1448
8152522	5.0286	5.79141	5.66599	3.6896	3.52127	3.6714
8152551	2.31859	2.3897	2.29367	2.40058	2.46323	2.31919
8152553	6.82546	6.8317	6.62471	7.03114	6.9305	6.94361
8152582	3.10665	2.81328	3.01201	2.70074	2.72941	2.74577
8152595	2.17239	2.32875	2.07688	2.24564	2.27652	2.09748
8152597	3.16293	3.06383	3.09967	3.2667	3.25036	3.33755
8152606	6.43896	6.88714	6.76648	6.71158	6.42413	6.39032
8152617	4.13203	3.94669	3.79308	6.24179	5.92457	6.067
8152626	2.25054	2.16921	2.16554	2.14694	2.20771	2.37124
8152628	7.39479	7.36539	7.3332	7.34047	7.43297	7.47483
8152640	2.24919	2.14948	2.14823	2.13075	2.28709	2.15595
8152642	2.85791	2.93313	2.84905	3.02693	2.92772	2.88561
8152648	4.10364	4.17705	4.26137	4.47298	4.47287	4.3655
8152656	6.40081	6.43556	6.3714	5.42025	5.53457	5.54076
8152664	2.20805	2.15894	2.13961	2.10975	2.20588	2.2259
8152666	2.38305	2.42089	2.47247	2.30467	2.30971	2.24249
8152668	3.29492	3.19637	3.13244	3.07643	3.22525	3.17511
8152701	2.70543	2.83077	2.6358	2.48189	2.45288	2.41935
8152703	4.92718	5.37422	5.25502	4.31442	4.19918	4.70546
8152715	2.77447	2.88149	3.16955	2.79703	2.91866	2.94394
8152719	2.44236	2.58221	2.43521	2.44313	2.50753	2.50128
8152734	2.61853	2.68464	2.42008	2.37586	2.40685	2.44793
8152742	2.46767	2.42357	2.44853	2.55448	2.53622	2.72019
8152750	5.42302	5.67801	5.46149	5.26153	5.56632	5.41255
8152759	4.51684	4.02613	4.21382	4.24902	4.31569	4.79983
8152764	3.58905	3.51784	3.79883	3.63686	3.65629	3.74072
8152782	7.06612	7.11711	7.17059	6.54048	6.66129	6.66607
8152812	2.7858	2.84037	2.67611	2.75483	2.8259	2.72611
8152815	2.79511	2.78795	2.61246	2.78761	2.61934	2.92962
8152819	3.42269	2.87079	3.36899	3.27177	3.24677	3.49599
8152821	2.3315	2.29736	2.35582	2.4878	2.2943	2.27545
8152828	2.42073	2.39779	2.27942	2.30436	2.38677	2.28281
8152845	4.76023	4.74174	4.76589	5.31921	5.19726	5.1602
8152863	2.35547	2.51725	2.27443	2.55455	2.43815	2.4875
8152865	2.64141	2.79677	2.70332	2.62411	2.35882	2.61043
8152867	8.24381	8.28141	8.22287	8.21027	8.23753	8.16707
8152900	2.93631	2.68726	2.43468	2.76163	2.55951	2.59908
8152902	2.42247	2.55624	2.74026	3.01656	2.7012	3.18739
8152922	2.10641	2.02386	2.06226	2.12039	2.06827	2.03539
8152924	3.00036	3.29593	3.1128	3.07445	3.00878	2.86603
8152938	2.64258	2.59203	2.62621	2.7936	2.71238	2.64505
8152946	2.9181	2.7876	2.91848	3.06649	2.92972	2.96056
8152962	2.55899	2.77233	2.55608	2.46041	2.42085	2.59736
8152976	2.37215	2.22398	2.45574	2.58616	2.88853	2.65146
8152988	2.44719	2.52738	2.4304	2.64731	2.32324	2.42186
8153002	7.01132	7.14296	7.07107	8.07036	7.81489	7.7388
8153021	8.089	8.521	8.51582	8.00784	7.75381	7.83533
8153035	2.05379	2.10797	1.93722	2.06914	2.01898	1.98258
8153037	2.14907	2.0767	2.2504	1.97833	2.12382	1.95279
8153039	2.40833	2.24856	2.07695	2.22444	2.35717	2.11925
8153041	2.29739	2.18034	2.4084	2.56557	2.4774	2.51071
8153043	4.08279	4.27659	4.04604	4.15191	3.9814	4.26118
8153065	2.12443	2.0917	2.23519	2.04775	2.36932	2.05803
8153067	2.59765	2.29133	2.35373	2.32233	2.39577	2.40388
8153069	2.25746	2.41919	2.29237	2.23073	2.19648	2.16026
8153071	2.53067	2.4297	2.50946	2.49241	2.51925	2.58111
8153101	3.40136	3.24582	3.31132	3.3087	3.4201	3.50315
8153167	3.38477	3.48933	3.47733	3.54748	3.58102	3.49217
8153175	5.52561	5.88824	5.86806	5.63249	5.4363	5.52197
8153201	6.31164	6.05691	6.09262	7.72074	7.74882	8.11183
8153223	6.97746	6.98495	7.00282	7.26722	7.25771	7.22258
8153258	3.22779	3.5876	3.47224	3.27294	2.63292	3.43482
8153262	3.29096	3.60285	3.58624	3.52675	3.36094	3.4833
8153269	3.50596	3.65405	3.93726	3.86795	3.81423	3.74216
8153273	3.05042	3.08741	3.00059	2.98024	3.05082	3.0452
8153304	3.2806	3.37864	3.47074	3.35984	3.1697	3.34139
8153320	3.7305	3.6844	3.70724	3.69463	3.40039	4.05023
8153322	4.59648	4.16894	4.48716	4.58304	4.31678	4.60385
8153328	4.15686	4.38854	4.15185	4.11692	3.97218	4.47173
8153334	3.88885	3.69437	3.81998	3.76305	3.92243	3.9808
8153336	3.61446	3.48368	3.63901	3.8004	3.42594	3.75265
8153342	4.1522	4.12583	4.19087	4.32564	4.31821	4.23811
8153346	4.52575	4.5439	4.66706	4.72217	4.58412	4.6171
8153359	3.75394	3.56698	3.73512	3.78255	3.72296	3.80663
8153363	2.98525	2.82218	2.9077	2.89546	3.09594	2.87909
8153373	3.3834	3.34573	3.33685	3.26246	3.33422	3.12297
8153380	3.91634	3.73043	3.97645	3.86938	3.84439	3.95379
8153390	5.11373	5.36507	5.12931	5.22221	5.10282	5.19264
8153405	2.91563	3.05164	2.97285	3.27796	2.9779	3.22124
8153409	3.8312	3.64123	3.8963	3.86493	4.03174	3.93664
8153411	4.86766	5.01348	4.79164	4.88029	4.83806	4.74146
8153424	4.08026	4.15125	3.59056	2.92557	3.94799	2.82904
8153426	5.46191	4.74981	5.62209	5.83388	5.66945	5.24222
8153430	5.38308	5.16334	5.53196	5.81502	5.50649	5.61714
8153449	8.19407	8.38081	8.40939	8.41935	8.27143	8.54907
8153457	3.05214	3.2042	3.30181	3.41956	3.22764	3.38453
8153459	3.42734	3.46347	3.39392	3.4373	3.49087	3.60776
8153474	5.52283	5.78754	5.74158	5.66354	5.52329	5.67677
8153486	3.89005	3.90671	3.85899	4.12113	3.89804	3.94552
8153488	3.43774	3.49955	3.54589	3.49856	3.54006	3.7258
8153497	4.22288	4.27051	4.16626	4.38865	4.21573	4.25134
8153536	6.04503	5.97065	5.86301	6.11045	5.81408	6.13054
8153550	5.04103	4.63974	4.78515	4.42763	4.39279	4.56362
8153568	6.66193	6.58759	6.68141	6.82376	6.90861	7.05471
8153609	3.9022	3.58587	4.05352	3.93737	3.81164	4.0705
8153625	3.42548	3.23808	3.76828	3.70181	3.50627	3.53146
8153652	6.03163	6.24565	6.10779	5.97815	6.1438	6.12701
8153664	4.14502	4.57647	4.8336	4.92093	4.39564	4.82663
8153678	5.01429	5.00713	5.04124	5.12832	4.87005	5.20199
8153684	6.10405	6.17942	6.27231	6.74353	6.74468	6.76332
8153704	2.85641	2.87949	2.8805	2.81916	2.76333	2.85236
8153709	3.07988	3.31739	3.52268	3.55356	3.50857	3.54142
8153727	5.42663	5.64991	5.372	5.62261	5.58933	5.55998
8153762	4.56049	4.61196	4.56728	4.77991	4.60146	4.58113
8153776	7.12408	7.13852	7.01884	6.9317	7.0468	6.92804
8153790	3.59261	3.45566	3.67451	3.69966	3.74543	3.729
8153819	4.46719	5.01393	4.20231	4.55664	4.43245	4.55556
8153823	4.94983	4.8665	4.8889	4.81174	4.78034	4.82129
8153828	3.66506	3.29139	3.42065	3.34944	3.34141	3.48272
8153835	2.79098	2.95357	2.73652	2.94143	3.17206	2.6704
8153838	3.52212	3.4204	3.75985	3.6813	3.49347	3.64291
8153862	4.92056	4.86159	5.14792	5.06023	4.92298	5.11431
8153868	4.86466	4.4794	4.85634	4.80382	4.80684	4.91693
8153876	3.42528	3.37252	3.47084	3.74627	3.58614	3.66515
8153890	5.97844	6.34413	6.1217	6.16491	5.90579	5.94487
8153896	3.43274	3.35466	3.29426	3.25196	3.48865	3.18405
8153903	10.3513	10.536	10.3974	10.4089	10.3719	10.329
8153911	4.4005	4.38613	4.50344	4.66493	4.50736	4.56891
8153920	4.52891	4.53692	4.88216	4.57146	4.35122	4.62388
8153930	3.89174	3.66817	3.66839	3.36491	3.31159	3.72149
8153935	4.62349	4.52496	4.84003	4.10744	4.18676	4.00394
8153937	3.89591	3.86082	3.92204	3.8463	3.73788	3.86077
8153939	6.10405	6.17942	6.27231	6.74353	6.74468	6.76332
8153959	2.50876	2.45207	2.59212	2.50119	2.54654	2.56699
8154012	3.42901	3.27473	3.4049	2.95768	3.02168	3.04502
8154034	2.74844	2.79455	2.78269	2.91323	2.57362	2.82572
8154043	3.15161	3.14971	3.2097	3.22517	3.09439	3.12693
8154047	2.50468	2.47596	2.4255	2.38215	2.42503	2.43159
8154057	2.11263	2.13186	2.1006	2.00737	2.13816	2.00707
8154059	5.68138	5.6519	5.78624	4.62893	4.70839	4.94577
8154100	5.41261	5.07002	5.1946	4.8194	4.82791	4.92697
8154124	2.7474	2.64535	2.74361	2.7328	2.82881	2.90421
8154128	2.06236	2.12752	2.09806	2.04012	2.24802	2.18235
8154130	2.4281	2.47789	2.5658	2.39857	2.53762	2.40878
8154132	2.71614	2.72687	2.60532	2.71393	2.88737	2.79774
8154135	2.54101	2.65392	2.56081	2.66277	2.54957	2.62654
8154151	4.39169	4.4461	4.26357	4.49797	4.34744	4.19872
8154153	4.84222	4.91007	4.85234	4.8279	4.96493	5.02869
8154163	3.75002	4.09719	3.32796	3.83433	3.70827	3.86803
8154176	2.15394	2.31898	1.99386	2.24182	2.36278	2.08434
8154178	4.81723	4.72508	4.68438	4.15851	3.99028	4.29589
8154207	2.95304	2.54769	3.04128	2.88186	2.85936	2.68838
8154209	3.09062	2.95118	3.019	2.97803	3.12761	2.84921
8154211	2.4614	2.60908	2.62587	2.35313	2.44702	2.51657
8154213	1.72008	2.06072	1.83486	1.97565	1.99064	1.89367
8154215	2.03313	1.89773	1.96035	1.92652	2.13365	1.95196
8154217	2.24322	2.16585	2.12568	2.05715	2.25466	2.19919
8154219	2.3352	2.30416	2.19367	2.15559	2.34328	2.08482
8154221	2.10623	2.10105	2.08377	1.94975	2.05486	2.03224
8154223	2.03531	2.05927	1.99281	2.00031	1.92527	2.00426
8154225	2.35481	2.53327	2.43542	2.50594	2.19169	2.22839
8154227	3.52315	3.42708	2.72144	2.90732	3.14673	2.73231
8154229	2.63875	2.44329	2.55395	2.52476	2.48715	2.47619
8154233	3.20419	2.63744	2.46295	3.07925	2.70942	2.83262
8154245	5.60671	5.23933	5.63103	5.60966	5.18372	5.51781
8154254	6.00333	5.99267	6.12935	6.26061	6.24662	6.09727
8154283	2.23645	2.49815	2.52109	2.39863	2.25013	2.24879
8154285	2.32444	2.2776	2.45727	2.3148	2.38491	2.2688
8154295	2.46069	2.21372	2.25798	3.40577	3.31705	3.72211
8154305	9.63511	9.59456	9.68674	9.76819	9.75819	9.70812
8154307	2.38819	2.27934	2.62798	2.47102	2.54076	2.5546
8154316	5.72304	5.67353	5.42147	5.46736	5.4942	5.69854
8154333	4.53213	4.63337	4.47402	4.55065	4.54213	4.40182
8154357	6.56158	6.21279	6.35587	6.49986	6.45469	6.44358
8154359	8.39211	8.36941	8.54035	8.55346	8.32537	8.54399
8154361	2.0642	2.16807	2.00428	2.05219	2.25104	2.26492
8154363	7.90407	7.98557	7.97395	8.12181	8.09088	7.88031
8154365	2.5724	2.85832	2.54539	2.4482	2.60636	2.57164
8154367	3.12075	2.81869	2.94699	2.93852	2.97681	3.34737
8154379	2.46224	2.56739	2.43438	2.54081	2.59056	2.56739
8154381	7.93032	8.05838	7.92196	7.6619	7.85127	7.55787
8154386	2.6437	2.62998	2.46926	2.51698	2.50006	2.5686
8154388	7.97493	8.16871	8.13509	7.94333	7.79752	7.94013
8154392	2.66582	2.67059	2.69988	3.09134	2.87402	2.77255
8154394	8.31983	8.2558	8.17085	8.37126	8.29011	8.20249
8154414	2.0079	1.95962	1.99726	1.99993	2.03268	2.00204
8154416	2.69478	2.57133	2.51883	2.46623	2.6914	2.20751
8154447	2.23877	2.12031	2.23042	2.22075	2.36151	2.10517
8154449	5.08033	5.21228	4.96652	4.54491	4.32765	4.53504
8154476	3.19088	3.24239	3.2769	3.46138	3.40279	3.42513
8154491	2.7115	3.00537	2.79511	2.77098	2.82228	2.7838
8154510	2.40721	2.2957	2.44588	2.25917	2.34583	2.25783
8154512	2.94181	2.92577	2.85163	2.83796	2.91111	2.8415
8154523	5.78967	5.73525	5.73959	5.75111	5.62426	5.79182
8154527	2.72931	2.8896	2.93238	2.79174	2.79272	2.69786
8154529	2.32496	2.12615	2.10577	2.08171	2.16657	2.16256
8154531	6.29622	6.24783	6.23958	6.212	6.44306	6.46925
8154563	3.04179	2.99489	2.9351	3.12521	3.04829	2.97271
8154572	2.16962	2.29603	2.19775	2.32912	2.29855	2.34131
8154574	4.82278	4.68372	4.70841	5.17576	5.61122	5.49395
8154620	3.32495	3.193	3.14369	3.25058	3.44071	3.32954
8154622	2.54648	2.577	2.54195	2.62653	2.47316	2.66061
8154627	2.37014	2.35882	2.50255	2.4305	2.42367	2.27696
8154635	4.2773	3.96855	3.92698	4.4275	4.6053	4.49468
8154654	2.87265	2.56321	2.79183	2.93008	3.1242	3.07278
8154656	3.66434	3.7755	3.84126	3.81814	3.51381	3.95628
8154660	2.34465	2.45146	2.64106	2.57866	2.52442	2.5291
8154662	2.68243	2.64895	3.27413	2.71222	2.8046	2.59399
8154666	3.0467	2.99374	3.0767	3.01597	3.07717	2.93881
8154668	2.23235	2.12383	2.14059	2.10099	2.26765	2.29016
8154670	4.54848	4.37691	4.51099	4.59028	4.41678	4.3752
8154692	6.76159	7.2083	7.07525	5.23895	5.67714	5.56823
8154719	2.20328	2.21256	2.13105	2.17265	2.03256	2.20747
8154721	2.30153	2.24544	2.28073	2.0661	2.25089	2.16229
8154725	4.4264	4.15427	4.3619	4.2136	4.41461	4.9312
8154727	8.82085	9.04004	9.01583	9.0694	8.91219	9.02967
8154729	3.70643	3.36809	3.67855	3.67967	3.64795	3.55294
8154731	2.31142	2.24365	2.35832	2.34218	2.53042	2.23815
8154733	9.32407	9.62142	9.60912	9.06916	8.92702	8.85055
8154758	2.43392	2.33281	2.47597	2.39479	2.26389	2.48853
8154760	2.90085	2.8878	2.88631	3.08713	3.09985	2.96723
8154763	2.59918	2.67346	2.56246	2.6661	2.4275	2.78839
8154765	6.94308	6.81556	6.98835	7.14556	7.07021	6.98755
8154777	2.4136	2.29797	2.30335	2.39193	2.31969	2.40241
8154779	2.55994	2.50227	2.67561	2.8017	2.84833	2.83496
8154785	7.17132	7.09852	7.36202	7.53569	7.49634	7.61645
8154793	5.86121	6.02281	5.71719	5.14441	5.2203	5.51823
8154823	2.43417	2.50467	2.93382	2.35018	2.24724	2.55053
8154836	9.04651	9.00254	8.88445	8.28704	8.51665	8.66526
8154838	2.78749	2.54671	2.49245	2.54867	2.37994	2.63251
8154841	3.1991	3.14256	3.11595	3.29647	3.01795	2.94732
8154844	2.34195	2.27217	2.084	2.07562	2.23715	2.28183
8154846	2.15052	2.0275	2.19345	2.06031	2.27213	1.95089
8154848	4.50418	4.15364	4.67308	4.53443	4.55312	4.69727
8154856	8.35795	8.33048	8.3934	8.307	8.36344	8.27813
8154866	2.19238	2.10852	2.09039	2.16942	2.49346	2.13946
8154868	2.96494	2.69099	3.06895	3.16393	3.0265	3.20166
8154870	3.12749	2.93996	3.06373	3.05468	3.24243	3.07338
8154872	5.95965	5.9404	5.90731	6.00209	6.02924	6.14042
8154885	4.92891	4.80508	4.95782	4.74479	4.9226	4.89948
8154892	2.85742	2.92784	2.81365	2.84247	2.78023	2.88934
8154914	2.49192	2.3097	2.38599	2.27271	2.43455	2.25679
8154916	4.8545	4.94653	4.68618	4.40986	4.23567	4.55302
8154934	4.39199	4.73598	4.4844	4.02641	4.14287	3.84645
8154951	8.03525	8.09623	7.99817	7.74282	7.56577	7.45395
8154953	2.64836	2.68707	2.78793	2.66935	2.72258	2.72298
